# Formato:
# Q|Pregunta|Respuesta correcta|Alternativa 1|Alternativa 2|Alternativa 3|Dato extra opcional
Q|¿Qué banda es conocida por el álbum "Moving Pictures"?|Rush|Yes|Genesis|King Crimson|Incluye la canción "Tom Sawyer".
Q|¿Quién es conocido como el "Príncipe de las Tinieblas"?|Ozzy Osbourne|Alice Cooper|Rob Halford|Bruce Dickinson|Fue vocalista de Black Sabbath.
Q|¿Qué banda creó el álbum "Paranoid"?|Black Sabbath|Led Zeppelin|Deep Purple|Iron Maiden|"Paranoid" es fundamental en el heavy metal.
Q|¿Qué cantante lanzó el álbum "1989"?|Taylor Swift|Ariana Grande|Katy Perry|Dua Lipa|"1989" marcó su transición al pop.
Q|¿Qué artista canta "Espresso"?|Sabrina Carpenter|Olivia Rodrigo|Billie Eilish|Dua Lipa|"Espresso" fue un éxito viral.
Q|¿Qué artista colombiana canta "Hips Don't Lie"?|Shakira|Karol G|Rosalía|Becky G|Ha ganado múltiples premios Grammy.
Q|¿Qué banda interpreta "Starlight"?|Muse|Coldplay|Radiohead|Keane|Es una banda británica de rock alternativo.
Q|¿Qué banda lanzó "In the End"?|Linkin Park|Papa Roach|Limp Bizkit|Sum 41|"In the End" es uno de los temas más icónicos del nu metal.
Q|¿Qué banda interpreta "Rollin'"?|Limp Bizkit|Korn|Slipknot|Deftones|"Rollin'" fue muy popular a inicios de los 2000.
Q|¿Qué banda lanzó "Kickstart My Heart"?|Mötley Crüe|Poison|Skid Row|Twisted Sister|"Kickstart My Heart" refleja el estilo glam metal.
Q|¿Qué banda canta "Fear of the Dark"?|Iron Maiden|Judas Priest|Megadeth|Slayer|"Fear of the Dark" es un clásico en conciertos en vivo.
Q|¿Qué banda interpreta "Tribute"?|Tenacious D|Foo Fighters|Weezer|Green Day|Es una canción humorística sobre "la mejor canción del mundo".
Q|¿Qué banda interpretó "House of the Rising Sun"?|The Animals|The Beatles|The Rolling Stones|The Who|"House of the Rising Sun" es una de las canciones más versionadas de la historia.
Q|¿Qué banda lanzó el álbum "Americana"?|The Offspring|Green Day|Blink-182|Sum 41|Incluye el éxito "Pretty Fly (for a White Guy)".
Q|¿Qué banda interpretó "Happy Together"?|The Turtles|The Monkees|The Beach Boys|The Byrds|"Happy Together" es un clásico del pop de los años 60.
Q|¿Qué banda lanzó el álbum "Abbey Road"?|The Beatles|The Who|The Kinks|The Doors|La portada de "Abbey Road" es una de las más famosas de la música.
Q|¿Qué banda es pionera del punk con álbumes como "Rocket to Russia"?|Ramones|Sex Pistols|The Clash|Misfits|Son considerados padres del punk rock.
Q|¿Qué banda británica lanzó "God Save the Queen"?|Sex Pistols|The Clash|Ramones|Buzzcocks|"God Save the Queen" fue muy polémica en su época.
Q|¿Qué banda es conocida por su estética horror punk?|Misfits|Ramones|Black Flag|Dead Kennedys|Su logo con calavera es icónico.
Q|¿Qué vocalista fue líder de la banda Dio?|Ronnie James Dio|Ozzy Osbourne|Rob Halford|Bruce Dickinson|También cantó en Black Sabbath y Rainbow.
Q|¿Qué banda formó Ronnie James Dio antes de Dio?|Rainbow|Deep Purple|Black Sabbath|Whitesnake|Fue fundada por Ritchie Blackmore.
Q|¿Qué banda de rock progresivo lanzó "Close to the Edge"?|Yes|Genesis|Rush|King Crimson|"Close to the Edge" es un clásico del prog rock.
Q|¿Qué banda interpretó "Baba O'Riley"?|The Who|The Beatles|Led Zeppelin|Pink Floyd|"Baba O'Riley" es famosa por su intro con sintetizador.
Q|¿Qué dúo interpretó "Wake Me Up Before You Go-Go"?|Wham!|Pet Shop Boys|Eurythmics|Tears for Fears|George Michael era parte del dúo.
Q|¿Qué banda lanzó "Nevermind"?|Nirvana|Pearl Jam|Soundgarden|Alice in Chains|Incluye "Smells Like Teen Spirit".
Q|¿Qué banda fue fundada por Dave Grohl tras Nirvana?|Foo Fighters|Queens of the Stone Age|Audioslave|Soundgarden|Grohl fue baterista de Nirvana.
Q|¿Qué banda lanzó el álbum "Dirt"?|Alice in Chains|Soundgarden|Nirvana|Pearl Jam|"Dirt" es un clásico del grunge.
Q|¿Qué banda interpretó "Black Hole Sun"?|Soundgarden|Nirvana|Pearl Jam|Alice in Chains|"Black Hole Sun" ganó un Grammy.
Q|¿Qué banda reúne a miembros de Rage Against the Machine y Chris Cornell?|Audioslave|Temple of the Dog|Foo Fighters|Soundgarden|Fue una super banda del rock.
Q|¿Qué banda estadounidense lanzó "Ashes to Ashes"?|Faith No More|Red Hot Chili Peppers|Nirvana|Jane's Addiction|"Ashes to Ashes" mezcla rock con funk y rap.
Q|¿Qué banda lanzó "OK Computer"?|Radiohead|Muse|Coldplay|Blur|"OK Computer" es uno de los discos más influyentes de los 90.
Q|¿Qué banda es conocida por "All the Small Things"?|Blink-182|Green Day|Sum 41|The Offspring|"All the Small Things" es un himno del pop punk.
Q|¿Qué banda interpretó "Mississippi Queen"?|Mountain|Cream|Lynyrd Skynyrd|The Allman Brothers|"Mississippi Queen" es un clásico del hard rock.
Q|¿Qué banda lanzó "No One Knows"?|Queens of the Stone Age|Foo Fighters|Muse|Arctic Monkeys|Su líder es Josh Homme.
Q|¿Qué artista interpretó "Space Oddity"?|David Bowie|Elton John|Freddie Mercury|Prince|Presenta al personaje Major Tom.
Q|¿Qué banda lanzó "Ten"?|Pearl Jam|Nirvana|Soundgarden|Alice in Chains|"Ten" es uno de los discos más importantes del grunge.
Q|¿Qué banda interpreta "Killing in the Name"?|Rage Against the Machine|Audioslave|System of a Down|Tool|"Killing in the Name" es una canción de protesta icónica.
Q|¿Qué banda lanzó "Savior"?|Rise Against|Green Day|Blink-182|Sum 41|"Savior" tiene un fuerte mensaje social.
Q|¿Qué banda brasileña de metal se reunió con una tribu local para grabar sonidos reales de esta?|Sepultura|Angra|Krisiun|Soulfly|En los 80 tocaron en el Instituto Nacional de Chile en un concierto escolar.
Q|¿Qué banda lanzó "American Idiot"?|Green Day|Blink-182|The Offspring|Sum 41|"American Idiot" es un álbum conceptual político.
Q|¿Qué banda interpreta "All Star"?|Smash Mouth|Sugar Ray|Weezer|Third Eye Blind|"All Star" se hizo muy popular por Shrek.
Q|¿Qué banda lidera Hayley Williams?|Paramore|Evanescence|No Doubt|Flyleaf|Es una banda clave del pop punk/emo.
Q|¿Qué cantante lanzó "Complicated"?|Avril Lavigne|Alanis Morissette|P!nk|Kelly Clarkson|"Complicated" fue ícono del pop punk en los 2000.
Q|¿Qué artista canta "drivers license"?|Olivia Rodrigo|Billie Eilish|Taylor Swift|Sabrina Carpenter|"drivers license" fue un éxito global.
Q|¿Qué exintegrante de One Direction lanzó "As It Was"?|Harry Styles|Zayn Malik|Niall Horan|Louis Tomlinson|"As It Was" tiene una exitosa carrera solista.
Q|¿Qué banda finlandesa mezcla metal con voces líricas femeninas?|Nightwish|Epica|Within Temptation|Lacuna Coil|Es pionera del metal sinfónico.
Q|¿Qué banda lanzó "In Waves"?|Trivium|Killswitch Engage|Lamb of God|Bullet for My Valentine|"In Waves" es metal moderno con influencias thrash.
Q|¿Qué proyecto musical lidera Till Lindemann fuera de Rammstein?|Lindemann|Emigrate|OOMPH!|KMFDM|Tiene un estilo más experimental.
Q|¿Qué banda chilena liderada por Macha mezcla bolero y música popular?|Bloque Depresivo|Los Tres|Los Bunkers|Chancho en Piedra|Sus presentaciones suelen ser íntimas.
Q|¿Qué banda argentina lanzó "Lamento Boliviano"?|Enanitos Verdes|Soda Stereo|Los Fabulosos Cadillacs|Virus|"Lamento Boliviano" es muy popular en Latinoamérica.
Q|¿Qué banda lanzó "De música ligera"?|Soda Stereo|Los Prisioneros|Los Tres|Caifanes|"De música ligera" es uno de los himnos del rock latino.
Q|¿Quién fue el líder de Soda Stereo?|Gustavo Cerati|Charly García|Fito Páez|Andrés Calamaro|También tuvo exitosa carrera solista.
Q|¿Qué banda chilena interpreta "Déjate caer"?|Los Tres|Los Bunkers|La Ley|Chancho en Piedra|Fusionan rock con música chilena.
Q|¿Qué banda chilena lanzó "Bailando Solo"?|Los Bunkers|Los Tres|La Ley|Lucybell|"Bailando Solo" es uno de sus mayores éxitos.
Q|¿Qué banda finlandesa de folk metal ofreció su primer concierto de Chile en la ciudad de Talca?|Korpiklaani|Finntroll|Ensiferum|Eluveitie|Fue el 12 de marzo de 2010, para luego pasar por Valparaíso y Santiago.
Q|¿Qué banda noruega es referente del black metal sinfónico?|Dimmu Borgir|Mayhem|Darkthrone|Emperor|Se caracterizan por el uso de orquestaciones.
Q|¿Qué dúo de hip hop lanzó "Hey Ya!"?|Outkast|Run DMC|Mobb Deep|Wu-Tang Clan|Está formado por André 3000 y Big Boi.
Q|¿Qué rapero lanzó el álbum "The Marshall Mathers LP"?|Eminem|Dr. Dre|50 Cent|Nas|"The Marshall Mathers LP" es uno de los discos más vendidos del rap.
Q|¿Qué rapero es conocido por "Drop It Like It's Hot"?|Snoop Dogg|Ice Cube|Tupac|Jay-Z|Es un ícono del hip hop de la costa oeste.
Q|¿Qué músico de jazz es famoso por su saxofón tenor y estilo suave?|Ben Webster|John Coltrane|Charlie Parker|Dexter Gordon|Fue parte de la era del swing.
Q|¿Qué cantante popularizó "My Way"?|Frank Sinatra|Elvis Presley|Tony Bennett|Dean Martin|"My Way" es uno de los mayores íconos del siglo XX.
Q|¿Qué banda argentina de reggae lanzó "Runaway"?|Los Pericos|Los Cafres|Gondwana|Cultura Profética|Son referentes del reggae en español.
Q|¿Qué artista es considerado el rey del reggae?|Bob Marley|Peter Tosh|Jimmy Cliff|Toots Hibbert|Su música tiene fuerte mensaje social.
Q|¿Qué cantante mexicano interpretó "Si no te hubieras ido"?|Marco Antonio Solís|Juan Gabriel|Luis Miguel|José José|También fue líder de Los Bukis.
Q|¿Qué artista canta "Torero"?|Chayanne|Ricky Martin|Luis Fonsi|Enrique Iglesias|"Torero" es un clásico del pop latino.
Q|¿Qué cantante español interpretó "Sin miedo a nada"?|Álex Ubago|Pablo Alborán|Melendi|David Bisbal|"Sin miedo a nada" es una balada muy popular.
Q|¿Qué artista colombiano canta "A Dios le pido"?|Juanes|Shakira|Carlos Vives|Fonseca|Ganó múltiples premios Grammy Latinos.
Q|¿Qué músico argentino lanzó "Flaca"?|Andrés Calamaro|Charly García|Fito Páez|Gustavo Cerati|Fue parte de Los Rodríguez.
Q|¿Qué cantante mexicano es autor de "Querida"?|Juan Gabriel|José José|Luis Miguel|Vicente Fernández|Es uno de los compositores más importantes.
Q|¿Qué banda británica lanzó "Holding Back the Years"?|Simply Red|Depeche Mode|Duran Duran|Spandau Ballet|"Holding Back the Years" es un clásico del soul pop.
Q|¿Qué banda canadiense es conocida por "Welcome to My Life"?|Simple Plan|Sum 41|Blink-182|Good Charlotte|"Welcome to My Life" es muy popular en el pop punk.
Q|¿Qué rapero es conocido como Slim Shady?|Eminem|Snoop Dogg|Dr. Dre|Ice Cube|Es uno de sus alter egos.
Q|¿Qué artista jamaicano popularizó "No Woman, No Cry"?|Bob Marley|Jimmy Cliff|Peter Tosh|Burning Spear|"No Woman, No Cry" es una de sus canciones más icónicas.
Q|¿Qué grupo lanzó "Ms. Jackson"?|Outkast|Black Eyed Peas|N.E.R.D.|Beastie Boys|"Ms. Jackson" ganó un premio Grammy.
Q|¿Qué cantante es conocido como "La Voz" y fue ícono del swing?|Frank Sinatra|Elvis Presley|Tom Jones|Nat King Cole|Tuvo gran influencia en la música popular.
Q|¿Qué banda de reggae argentina es contemporánea de Los Pericos?|Los Cafres|Gondwana|Cultura Profética|Dread Mar-I|Es una de las más influyentes del género.
Q|¿Qué cantante mexicano fue conocido como "El Divo de Juárez"?|Juan Gabriel|Vicente Fernández|Luis Miguel|José José|Su legado es enorme en Latinoamérica.
Q|¿Qué estilo musical caracteriza a Korpiklaani?|Folk metal|Black metal|Death metal|Power metal|Incorpora instrumentos tradicionales.
Q|¿Qué cantante fue el vocalista de la banda The Smiths?|Morrissey|Robert Smith|Ian Curtis|Bono|Es conocido por su estilo lírico melancólico y único.
Q|¿Qué banda lanzó la canción "There Is a Light That Never Goes Out"?|The Smiths|The Cure|Joy Division|New Order|"There Is a Light That Never Goes Out" es una de las canciones más icónicas del indie británico.
Q|¿Qué canción pertenece a la carrera solista de Morrissey?|"Everyday Is Like Sunday"|"This Charming Man"|"How Soon Is Now?"|"There Is a Light That Never Goes Out"|"Everyday Is Like Sunday" fue lanzada en su primer álbum solista.
Q|¿Qué banda sueca es conocida por su estética inspirada en lo oculto y canciones como "Square Hammer"?|Ghost|Opeth|Sabaton|Amon Amarth|Su líder es conocido como Papa Emeritus.
Q|¿Qué banda británica lanzó la canción "Somewhere Only We Know"?|Keane|Coldplay|Travis|Snow Patrol|"Somewhere Only We Know" es uno de los mayores éxitos del piano rock.
Q|¿Qué banda interpreta "Duality"?|Slipknot|Korn|Mudvayne|Stone Sour|"Duality" es uno de los temas más populares del nu metal.
Q|¿Qué banda canadiense lanzó "I Hate Everything About You"?|Three Days Grace|Nickelback|Theory of a Deadman|Breaking Benjamin|"I Hate Everything About You" fue su sencillo debut.
Q|¿Qué banda liderada por Jim Morrison lanzó "Light My Fire"?|The Doors|The Who|The Kinks|The Byrds|"Light My Fire" es un clásico del rock psicodélico.
Q|¿Qué cantante protagonizó Grease y cantó "You're the One That I Want"?|Olivia Newton-John|Barbra Streisand|Cher|Madonna|La película fue un éxito mundial.
Q|¿Qué banda irlandesa lanzó "With or Without You"?|U2|Coldplay|The Cranberries|Snow Patrol|"With or Without You" es uno de sus temas más icónicos.
Q|¿Qué artista lanzó el álbum "No Jacket Required"?|Phil Collins|Peter Gabriel|Elton John|Billy Joel|Incluye éxitos como "Sussudio".
Q|¿Qué banda virtual lanzó "Clint Eastwood"?|Gorillaz|Blur|Radiohead|Daft Punk|Fue creada por Damon Albarn y Jamie Hewlett.
Q|¿Qué banda de thrash metal fue fundada por Gary Holt?|Exodus|Metallica|Slayer|Testament|Es parte de la escena thrash de la Bay Area.
Q|¿Qué pionero del rock and roll interpretó "Johnny B. Goode"?|Chuck Berry|Little Richard|Elvis Presley|Jerry Lee Lewis|"Johnny B. Goode" es considerado uno de los padres del rock.
Q|¿Qué banda lanzó la canción "Dream On"?|Aerosmith|Bon Jovi|Guns N' Roses|Van Halen|"Dream On" es uno de sus temas más emblemáticos.
Q|¿Qué banda británica interpretó "(I Can't Get No) Satisfaction"?|The Rolling Stones|The Beatles|The Who|The Kinks|"(I Can't Get No) Satisfaction" tiene uno de los riffs más reconocibles del rock.
Q|¿Qué banda lanzó "Livin' on a Prayer"?|Bon Jovi|Aerosmith|Def Leppard|Europe|"Livin' on a Prayer" es un himno del rock de los 80.
Q|¿Qué músico es conocido por "Peggy Sue"?|Buddy Holly|Elvis Presley|Roy Orbison|Chuck Berry|"Peggy Sue" influyó en muchas bandas posteriores.
Q|¿Qué cantante interpretó "Put Your Head on My Shoulder"?|Paul Anka|Frank Sinatra|Dean Martin|Tony Bennett|Fue un ícono del pop clásico.
Q|¿Qué banda glam metal lanzó "Every Rose Has Its Thorn"?|Poison|Mötley Crüe|Skid Row|Twisted Sister|"Every Rose Has Its Thorn" es su balada más famosa.
Q|¿Qué artista lanzó "Piano Man"?|Billy Joel|Elton John|Phil Collins|Bruce Springsteen|"Piano Man" es una de sus canciones más reconocidas.
Q|¿Qué banda interpretó "Buddy Holly"?|Weezer|Blink-182|Green Day|The Offspring|El nombre de la canción homenajea al músico del mismo nombre.
Q|¿Qué banda lanzó el álbum "Cowboys from Hell"?|Pantera|Metallica|Megadeth|Slayer|"Cowboys from Hell" marcó su cambio hacia el groove metal.
Q|¿Qué guitarrista fue parte fundamental del sonido de Pantera?|Dimebag Darrell|Zakk Wylde|Kirk Hammett|Dave Mustaine|Es considerado uno de los mejores guitarristas del metal.
Q|¿Qué canción de Pantera incluye la frase "Are you talking to me?" en tono agresivo?|"Walk"|"Cemetery Gates"|"Domination"|"This Love"|"Walk" es uno de sus temas más icónicos.
Q|¿Qué vocalista lideraba Pantera?|Phil Anselmo|Corey Taylor|Rob Halford|Bruce Dickinson|Es conocido por su potente estilo vocal.
Q|¿Qué banda lanzó el álbum "The Joshua Tree"?|U2|Coldplay|R.E.M.|Simple Minds|Incluye éxitos como "With or Without You".
Q|¿Qué cantante francesa interpretó originalmente "La Vie en Rose"?|Édith Piaf|Zaz|France Gall|Dalida|"La Vie en Rose" es uno de los mayores clásicos de la música francesa.
Q|¿Qué canción es uno de los mayores éxitos de Édith Piaf?|"Non, je ne regrette rien"|"La Bohème"|"Ne me quitte pas"|"Sous le ciel de Paris"|"Non, je ne regrette rien" se convirtió en un himno mundial.
Q|¿Qué cantante francesa moderna canta "Je veux"?|Zaz|Édith Piaf|Carla Bruni|Vanessa Paradis|Su estilo mezcla jazz y chanson francesa.
Q|¿Qué estilo musical caracteriza principalmente a Zaz?|Jazz y chanson francesa|Pop electrónico|Rock alternativo|Hip hop|Su música tiene influencias retro.
Q|¿Quién fue el baterista original de The Beatles antes de Ringo Starr?|Pete Best|Ringo Starr|Stuart Sutcliffe|George Martin|Fue reemplazado antes del éxito mundial.
Q|¿Cuál fue el primer álbum de The Beatles?|"Please Please Me"|"With the Beatles"|"A Hard Day's Night"|"Help!"|Fue lanzado en 1963.
Q|¿En qué ciudad se originaron The Beatles?|Liverpool|Londres|Manchester|Birmingham|Ciudad clave en la historia del rock.
Q|¿Cuál de los siguientes es considerado uno de los primeros álbumes conceptuales?|"Sgt. Pepper's Lonely Hearts Club Band"|"Revolver"|"Rubber Soul"|"Abbey Road"|Revolucionó la industria.
Q|¿Quién es considerado el "quinto Beatle"?|George Martin|Brian Epstein|Phil Spector|Eric Clapton|Fue productor clave del grupo.
